epoch,split,total_loss,reconstruction_loss,physical_loss,temporal_smoothness,tsi,jlvr,bas,self_collision,failure_cases
20,val,0.17620343568287497,0.11025820628512563,0.1199004150281741,0.0397197250276804,2.7979027032852173,0.09822048619389534,0.4095602333545685,9.217977208209049e-07,64
21,val,0.16638260774725067,0.10524403157196646,0.11116104543678404,0.03029736690223217,2.433288335800171,0.09097222238779068,0.404706209897995,1.1981574061792344e-06,64
22,val,0.16048767488068483,0.10378444136127712,0.10309678668112267,0.02261468768119812,2.0928412079811096,0.08682183921337128,0.420701265335083,1.485971267811692e-06,64
23,val,0.15379452417919956,0.10115437077607696,0.09570936788254836,0.017058687284588814,1.8061601519584656,0.08481987938284874,0.4063919484615326,1.894625484055723e-06,64
24,val,0.15106399316252686,0.1020136264658819,0.08918248269501633,0.012590437661856413,1.5424211025238037,0.08364800363779068,0.39849160611629486,2.374829364271136e-06,64
25,val,0.14160331420776412,0.09498238460872117,0.08476532467706936,0.009254335891455412,1.3117796778678894,0.08242187649011612,0.38708651065826416,2.9356940558500355e-06,64
26,val,0.13836905289822676,0.09367104077081043,0.08126911207094906,0.006654185941442847,1.0967564284801483,0.08137478679418564,0.39101818203926086,3.6852666198683437e-06,46
27,val,0.1354787582018244,0.09250236807141717,0.07813888896755346,0.004733966663479805,0.9123633205890656,0.08078884705901146,0.39941221475601196,4.516977014645818e-06,17
28,val,0.13184756069906114,0.09084429075633448,0.07455139835988443,0.003428931115195155,0.7579742074012756,0.0807834230363369,0.38938361406326294,5.474422778206645e-06,4
29,val,0.1326428271654084,0.0934715635898545,0.07122047691363988,0.002386184991337359,0.6149453222751617,0.07976888120174408,0.3796727955341339,6.565382136614062e-06,0
30,val,0.12577839805854588,0.08851728529676678,0.06774747682603326,0.0017104996368288994,0.5002869814634323,0.0806749127805233,0.3741582930088043,7.50746721678297e-06,0
31,val,0.11757681266529353,0.08076269895307661,0.06693475106804389,0.0012323447444941849,0.40640127658843994,0.0791015662252903,0.3802236020565033,9.098957889364101e-06,0
32,val,0.11999941517518262,0.08468612785062452,0.06420597548442562,0.0009266341803595424,0.33011430501937866,0.07912326604127884,0.3606405556201935,1.0503527846594807e-05,0
33,val,0.12018156732161214,0.08584482351860662,0.062430441555545085,0.000709284155163914,0.26596546173095703,0.07761501520872116,0.34546132385730743,1.185983956020209e-05,0
34,val,0.1165289501036246,0.08291901633378089,0.06110896938663768,0.0005694329738616943,0.21687991172075272,0.0776909738779068,0.3352556824684143,1.3400163425103528e-05,0
35,val,0.1158953245699875,0.08401008677764202,0.05797315878778931,0.000483987430925481,0.1787317618727684,0.07613932713866234,0.33330094814300537,1.560136843181681e-05,0
36,val,0.11398391865604506,0.08275956560776929,0.05677155050353741,0.00044681095459964126,0.1531969979405403,0.07513563334941864,0.3144160658121109,1.757249265210703e-05,0
37,val,0.10765929215067015,0.07721041706134016,0.05536158928486306,0.0004064113454660401,0.13224751502275467,0.07469618320465088,0.30517956614494324,2.022897115239175e-05,0
38,val,0.11200097455518453,0.08229705708937382,0.05400712069446646,0.00039294103044085205,0.11553970351815224,0.0724826417863369,0.3006460964679718,2.268067419208819e-05,0
39,val,0.11117090161625795,0.08239442550056562,0.05232086460890732,0.0003936893626814708,0.10466276109218597,0.07410481572151184,0.28427140414714813,2.5569592253305018e-05,0
40,val,0.1048579619625422,0.07625810722783795,0.05199973443596382,0.0003876359260175377,0.096004918217659,0.0724555142223835,0.27613523602485657,2.962582129839575e-05,0
41,val,0.10895104841219158,0.08170316670471289,0.04954160157385774,0.0003815313830273226,0.08800556138157845,0.07137586921453476,0.264296755194664,3.318439667054918e-05,0
42,val,0.11004341047579848,0.08308886267303482,0.04900826786564091,0.00040899742452893406,0.08455721288919449,0.06964518129825592,0.2511509954929352,3.84081358788535e-05,0
43,val,0.10826808947512484,0.0820004801581225,0.047759289200615694,0.0004186631122138351,0.08067603409290314,0.06927626207470894,0.2475464642047882,4.283382986614015e-05,0
44,val,0.10497842679225554,0.079053454995742,0.04713631089864753,0.00042560824658721685,0.07880155742168427,0.06780056655406952,0.24117526412010193,4.833111597690731e-05,0
45,val,0.10394041381013674,0.07834962877173593,0.046528699155163576,0.000428655679570511,0.07632005587220192,0.06817491352558136,0.23492760956287384,5.4249443564913236e-05,0
46,val,0.10492086128925714,0.07956926116910507,0.046093817477620494,0.0004301218723412603,0.07389017939567566,0.06663954071700573,0.24231790006160736,6.111105176387355e-05,0
47,val,0.10248364358553737,0.07777427444894483,0.044926124588241724,0.0004726464976556599,0.07429556548595428,0.06595052033662796,0.22970150411128998,6.868463242426515e-05,0
48,val,0.10267660315111866,0.07867827348587081,0.04363332638942351,0.0004943552485201508,0.07454533502459526,0.06630859524011612,0.23137415945529938,7.623123747180216e-05,0
49,val,0.10028906395350855,0.07656027760913992,0.04314324614687229,0.0004900445783277974,0.07293323054909706,0.0645616352558136,0.2324756681919098,8.500373587594368e-05,0
50,val,0.09742257594475597,0.07362107706703538,0.04327545206495157,0.0005319165356922895,0.07433552294969559,0.06329753063619137,0.23251299560070038,9.452939411858097e-05,0
51,val,0.09909323743713183,0.07579388214260574,0.04236246313987754,0.0005318681651260704,0.07444262877106667,0.06389974057674408,0.22759979218244553,0.00010312528684153222,0
52,val,0.09509997941025598,0.07221758899491602,0.04160434523905356,0.0005530077323783189,0.07458391413092613,0.0625542551279068,0.23097176849842072,0.00011392376472940668,0
53,val,0.09920012431703215,0.07652148533993819,0.04123388849726812,0.0005988851189613342,0.07637982815504074,0.06243489868938923,0.22871699184179306,0.00012449262430891395,0
54,val,0.10072873435973183,0.07854564883929538,0.040332882012438585,0.0005812763702124357,0.07556501403450966,0.06183268129825592,0.23369430005550385,0.0001352093240711838,0
55,val,0.09411170486155457,0.07192012432991989,0.040348327095349,0.0006060230516595766,0.07629663310945034,0.06053060293197632,0.23331479728221893,0.0001465253226342611,0
56,val,0.09703433592840442,0.07545366003288059,0.03923759107866625,0.0006259043730096892,0.07667954079806805,0.0616048201918602,0.23317339271306992,0.00016011878324206918,0
57,val,0.09473015837312683,0.07324714489339844,0.039060024119268254,0.0006029748474247754,0.07565078511834145,0.06034070998430252,0.2427501603960991,0.0001711153963697143,0
58,val,0.09536596047362005,0.07398559686940485,0.038873387691308194,0.0006668940477538854,0.0790732316672802,0.05969509668648243,0.24407682567834854,0.0001841866978793405,0
59,val,0.0953113816854522,0.07434134638508944,0.038127335595099,0.0006340962427202612,0.07771844416856766,0.06010199896991253,0.24184806644916534,0.0001986793358810246,0
60,val,0.09479138621781755,0.07387592074439281,0.038028118237266394,0.0007258951663970947,0.08167233131825924,0.05869140662252903,0.24124707281589508,0.00021055508113931865,0
61,val,0.09421335031667094,0.07347123973130242,0.03771292726237943,0.0006427403423003852,0.07772456482052803,0.05938585102558136,0.2553418278694153,0.00022120389621704817,0
62,val,0.09098590590705083,0.07043671382107133,0.03736216645306489,0.000651888592983596,0.07890940830111504,0.0596788227558136,0.26455898582935333,0.0002346156761632301,0
63,val,0.09390763964826666,0.0737654994439891,0.03662207182936781,0.0007049100386211649,0.08034633845090866,0.05882704444229603,0.26139459013938904,0.0002469720275257714,0
64,val,0.09336800072488823,0.07316991268825812,0.036723795456914454,0.0007132943865144625,0.08171368762850761,0.05774197354912758,0.26490604877471924,0.000256100989645347,0
65,val,0.09684403924139466,0.07689438323218992,0.036272101705585875,0.0007080108625814319,0.08149512857198715,0.05954861082136631,0.2511811703443527,0.00026935170171782374,0
66,val,0.08964174537090805,0.06989216346909681,0.03590832989457555,0.0007347381470026448,0.08277368545532227,0.05889757350087166,0.2590368837118149,0.0002804390824167058,0
67,val,0.0907592337842532,0.07115833040356166,0.035638005216055965,0.0007603806152474135,0.08329808339476585,0.05917968973517418,0.2555447071790695,0.00029014868778176606,0
68,val,0.09148506691136699,0.07194804577670229,0.035521856017821415,0.0007824302156222984,0.08433185704052448,0.05861002579331398,0.26482701301574707,0.0003017632261617109,0
69,val,0.08925203421688456,0.06992313699928794,0.035143448875879675,0.0007654928194824606,0.08434859849512577,0.05903320387005806,0.2730506360530853,0.00030936837720219046,0
70,val,0.08484391035057429,0.06573863884830099,0.034736856319538253,0.0007472054712707177,0.08342158794403076,0.05867513082921505,0.2620098292827606,0.0003213332820450887,0
71,val,0.09300678898030379,0.07383593246634082,0.03485610182067071,0.0007396986184176058,0.08317888900637627,0.05844184197485447,0.27050627768039703,0.00032766997173894197,0
72,val,0.08625437492343384,0.06718098184489828,0.03467889581843624,0.0007769011281197891,0.08492670953273773,0.05868055671453476,0.26503387093544006,0.00033679621992632747,0
73,val,0.09153173236161705,0.07264213249321998,0.03434472644012275,0.0008353977609658614,0.08763851225376129,0.05847981944680214,0.26443806290626526,0.0003449867945164442,0
74,val,0.0853202207761956,0.06681986420056013,0.03363701158503848,0.0008353857701877132,0.0877719521522522,0.0578884594142437,0.2715871185064316,0.00035025240504182875,0
75,val,0.088438528905234,0.07001383890082517,0.03349943561699447,0.0008244717319030315,0.08711228147149086,0.05812174640595913,0.2731712609529495,0.0003597452159738168,0
76,val,0.08547853068338604,0.0670606956677878,0.033486971646312653,0.0008252969564637169,0.08698820322751999,0.05724284052848816,0.2687761187553406,0.0003629368293331936,0
77,val,0.08826220361149217,0.06989276423815667,0.03339897998146654,0.0008834630716592073,0.0890987180173397,0.05727539584040642,0.28261710703372955,0.00036958418786525726,0
78,val,0.08489809783659583,0.06682711468613524,0.032856332226179716,0.0008279862231574953,0.08731541782617569,0.05633138120174408,0.2732311189174652,0.0003736316866707057,0
79,val,0.08866512168228156,0.07043591951291392,0.033144003733640584,0.000890642826561816,0.09049520269036293,0.05711805820465088,0.26693905889987946,0.0003783400898100808,0
80,val,0.08986712607929087,0.07196225026461082,0.032554318923063166,0.000843181653181091,0.08798474073410034,0.05767686665058136,0.2800906300544739,0.0003794156218646094,0
81,val,0.08797106762805323,0.07006514101751207,0.03255622932232741,0.0008373018936254084,0.08812163025140762,0.05675998330116272,0.28154316544532776,0.0003872099769068882,0
82,val,0.08651379055864229,0.06853819710356514,0.03268289571906638,0.0008502816781401634,0.08885950595140457,0.05591362714767456,0.2791168987751007,0.0003909804654540494,0
83,val,0.08388205292070006,0.06618306926620288,0.03217996913558385,0.0008653588738525286,0.08873523026704788,0.05668402835726738,0.2740381807088852,0.0003941468021366745,0
84,val,0.0832701638399616,0.06558312895143126,0.03215824448921549,0.0008893648337107152,0.08927953615784645,0.05602755956351757,0.2712050527334213,0.00039780115184839815,0
85,val,0.08522990278489008,0.06769517977817321,0.03188131422567086,0.0008810012222966179,0.09019868820905685,0.0566135011613369,0.2748573571443558,0.0004011678392998874,0
86,val,0.08216658970854414,0.06467970036791534,0.03179434380369393,0.0008642723551020026,0.08993886038661003,0.05662434920668602,0.2691933959722519,0.0004028926632599905,0
87,val,0.08218985045050073,0.06468260763433036,0.031831349854863536,0.0009191075805574656,0.09149960055947304,0.05632595717906952,0.2751167267560959,0.000405567028792575,0
88,val,0.08237225755931825,0.06514835821127328,0.03131618009014862,0.0009470715303905308,0.0926499255001545,0.05540364608168602,0.2835367023944855,0.0004090056609129533,0
89,val,0.08594788188540091,0.06879332749627706,0.031190097566664687,0.0009373593493364751,0.09234096482396126,0.05480143241584301,0.2754894644021988,0.0004094131727470085,0
90,val,0.08544444627179874,0.06838919924880106,0.031009539844482903,0.001017522590700537,0.0952613614499569,0.05631510727107525,0.27162083983421326,0.00041249489004258066,0
91,val,0.08538061004924023,0.06837189244473074,0.030924939807123086,0.0008481849217787385,0.08878958597779274,0.05620117299258709,0.27348731458187103,0.0004126200656173751,0
92,val,0.08781694248318672,0.07074915405040182,0.031032342199734816,0.0009052282548509538,0.09097360074520111,0.05602756142616272,0.27658960223197937,0.000417199480580166,0
93,val,0.0867866055350604,0.0698945371096763,0.03071285122785512,0.0009101499454118311,0.09110759943723679,0.05530056543648243,0.2630569338798523,0.00041656059329397976,0
94,val,0.08336000071149173,0.06654934819758408,0.03056482181657018,0.000903255509911105,0.09145694226026535,0.05560980923473835,0.27956758439540863,0.0004177038645138964,0
95,val,0.08068942859416872,0.06392541005620807,0.030480033740049272,0.0009020254074130207,0.09149821102619171,0.05566948652267456,0.2761489450931549,0.0004184579156571999,0
96,val,0.08160443378128404,0.06486059693018283,0.030443339087949023,0.0008887785515980795,0.09039166569709778,0.05481228604912758,0.263964980840683,0.0004202183772576973,0
97,val,0.08373617665387514,0.06728114315315964,0.02991824236324453,0.0010521942749619484,0.09659164398908615,0.05459527112543583,0.27004455029964447,0.00042172163375653327,0
98,val,0.08024005113741545,0.06364363156200394,0.030175306973612214,0.0009351882326882333,0.09260371699929237,0.05475260689854622,0.2771848738193512,0.00042432760528754443,0
99,val,0.08204412143530808,0.06549930270379922,0.030081488544077384,0.0009732086618896574,0.0934785045683384,0.05507270060479641,0.26602165400981903,0.0004252571379765868,0
100,val,0.08485861662335283,0.0684393254937384,0.029853256199303575,0.0009372356289532036,0.0924237072467804,0.05549045279622078,0.2716527283191681,0.0004239070985931903,0
101,val,0.08301359063058387,0.06654829710839301,0.029936896197087184,0.0010153049370273948,0.09476485848426819,0.05611436814069748,0.2659629285335541,0.00042788387509062886,0
102,val,0.0795584186383589,0.06315208716303344,0.02982969300484094,0.0009366438316646963,0.09211330860853195,0.05399305745959282,0.2711205333471298,0.00042774545727297664,0
103,val,0.07868196765386214,0.06235450405011496,0.02968629640270406,0.0010049046541098505,0.0952887162566185,0.05446506291627884,0.2680624723434448,0.0004284401366021484,0
104,val,0.08267644775195385,0.06653564753318865,0.029346908934003726,0.0009729832672746852,0.09368733316659927,0.0537651926279068,0.2598617523908615,0.00042943131120409817,0
105,val,0.08047476437265479,0.06421724868219668,0.029559118878536336,0.0010113739408552647,0.09573819115757942,0.0545247420668602,0.27090121805667877,0.0004281590518075973,0
106,val,0.08374557385998448,0.06756898056803726,0.029411987159547844,0.0010623535781633109,0.09773732721805573,0.05428602546453476,0.268120601773262,0.0004299556458136067,0
107,val,0.08225738735297533,0.06619502360543866,0.02920429786945891,0.0010293604573234916,0.09530841559171677,0.05406901240348816,0.2587149888277054,0.00043066836951766163,0
108,val,0.07670100863406977,0.0604799789941217,0.02949278080087947,0.0011029478628188372,0.09725239127874374,0.05370008759200573,0.26113155484199524,0.00043085393554065377,0
109,val,0.08449509713476099,0.06843834487706657,0.02919409457799487,0.0010275916138198227,0.0957317054271698,0.05484483763575554,0.26490318775177,0.00043268992158118635,0
110,val,0.07785585945046793,0.061811527237296104,0.029171513114857862,0.0009448134806007147,0.09316788986325264,0.05474175326526165,0.26131218671798706,0.00043271997128613293,0
111,val,0.08075204086819972,0.06483196606492903,0.028945589951408193,0.0010664165311027318,0.09657984226942062,0.05322265625,0.2674146443605423,0.00043243911932222545,0
112,val,0.08215841548297349,0.06628240106671345,0.028865479666182376,0.0010422063642181456,0.09622685983777046,0.05396592803299427,0.26286181807518005,0.0004332065291237086,0
113,val,0.083775897517683,0.06796318401149877,0.02875038764373524,0.0011300698824925348,0.09805622696876526,0.05460612289607525,0.25925374031066895,0.0004338996368460357,0
114,val,0.08112789420630988,0.0652900983792121,0.02879599181157867,0.0010304551396984607,0.09643331542611122,0.05456271953880787,0.2570418119430542,0.00043294011265970767,0
115,val,0.07814041079263988,0.062441516887601904,0.02854344300104408,0.001110715267714113,0.09711447358131409,0.05431857705116272,0.2621099501848221,0.000434166329796426,0
116,val,0.07946650675079954,0.06374607950918318,0.02858259487809159,0.0010685080633265898,0.09709685295820236,0.05387912504374981,0.2563100904226303,0.0004349834634922445,0
117,val,0.07840688239167055,0.06276666164750189,0.028436764282739068,0.0010300756548531353,0.09536959230899811,0.05415581725537777,0.25879473984241486,0.00043774819641839713,0
118,val,0.07887857163867612,0.0633445100814808,0.028243747591151027,0.0009345549042336643,0.09200702980160713,0.05396593175828457,0.26536253094673157,0.0004370008100522682,0
119,val,0.08311324851132754,0.067564391347719,0.028270649041716507,0.0009831167117226869,0.09398187696933746,0.05352647602558136,0.2562764286994934,0.00043598444608505815,0
120,val,0.07897510763815069,0.06338264479294536,0.028349930904512332,0.0009935149282682687,0.09421507641673088,0.05283203348517418,0.2623444050550461,0.00043836378608830273,0
121,val,0.07830523065929337,0.06273945259648984,0.02830141417564839,0.0010187781299464405,0.09520284831523895,0.05347765050828457,0.25799986720085144,0.0004369524831417948,0
122,val,0.0803768935459336,0.06490272295287275,0.028134855097086412,0.0009922149183694273,0.09467633441090584,0.0531412772834301,0.25525766611099243,0.000437217895523645,0
123,val,0.07961597129350573,0.06413529896888677,0.028146676264527278,0.0010610736644593999,0.09690120816230774,0.05423177033662796,0.2689530551433563,0.0004376222495920956,0
124,val,0.07824392414351147,0.06284136225388745,0.028004657345141952,0.00118723014020361,0.09906141087412834,0.05282117985188961,0.2634383365511894,0.0004401741025503725,0
125,val,0.07984622127897158,0.06451548597826733,0.02787406372977054,0.0011529472249094397,0.09856714308261871,0.052490234375,0.25596296042203903,0.0004385697247926146,0
126,val,0.07844050005664975,0.06307115071401821,0.027944271386725696,0.001043445197865367,0.09465202689170837,0.05240342952311039,0.24979816377162933,0.000438801187556237,0
127,val,0.07861067193347639,0.06332055425022061,0.027800213310896882,0.0010000496113207191,0.09477219358086586,0.0536838099360466,0.25490665435791016,0.0004381728358566761,0
128,val,0.08247139433941503,0.06716116934310733,0.02783677212189971,0.001055120927048847,0.09563153237104416,0.05309244990348816,0.25218357145786285,0.00044181047996971756,0
129,val,0.0784044405665454,0.06311232684634802,0.02780384250630544,0.0012315742205828428,0.10056376829743385,0.05298394337296486,0.2527146339416504,0.0004399499885039404,0
130,val,0.08023356220970942,0.06512842246690603,0.027463889614803585,0.001016424037516117,0.09438841044902802,0.05430230312049389,0.2523188889026642,0.0004378841840662062,0
131,val,0.08035723515969562,0.06516575999557972,0.027620863213431178,0.0010726026084739715,0.09555373340845108,0.0526529960334301,0.24842984229326248,0.0004397954762680456,0
132,val,0.07887011467237172,0.06371257122694038,0.02755916898879479,0.0010996790369972587,0.09746009856462479,0.05271810106933117,0.24521535634994507,0.0004396134754642844,0
133,val,0.07981960138115357,0.06467222486893962,0.027540684640994222,0.0010781764576677233,0.09698531776666641,0.05281575582921505,0.2563831955194473,0.00043875028495676816,0
134,val,0.07661050379158944,0.06142791152352423,0.027604712158676208,0.0010424971696920693,0.09454268589615822,0.05340712144970894,0.24424099922180176,0.0004393996059661731,0
135,val,0.07895497590538085,0.06402668110498293,0.027142353546549015,0.0010356325510656461,0.09509759210050106,0.05247396044433117,0.24898279458284378,0.0004412287671584636,0
136,val,0.07965428587489241,0.06456567078652814,0.02743384529521146,0.0011489642783999443,0.09861746430397034,0.05308159627020359,0.24022062122821808,0.0004391515249153599,0
137,val,0.07762199053614158,0.062406613968136744,0.027664320382076925,0.0011223586625419557,0.0974200963973999,0.0519748292863369,0.24862875044345856,0.00043858586286660284,0
138,val,0.0756225628177012,0.06058285523235329,0.02734492238112322,0.001036276065860875,0.09466654807329178,0.05383572168648243,0.2591616213321686,0.00044181015982758254,0
139,val,0.07964191359915132,0.06458492905605497,0.02737633498224217,0.0010825587523868307,0.09679945930838585,0.05264756828546524,0.24262744188308716,0.0004395454016048461,0
140,val,0.08130572624797897,0.06617629639511033,0.027508053855281177,0.0010748284257715568,0.0961514301598072,0.05227864719927311,0.24814259260892868,0.00043869785440620035,0
141,val,0.07843955048895258,0.06346850695572501,0.02722007902999093,0.000961721278144978,0.09163925051689148,0.05268012546002865,0.24752774834632874,0.00044145055289845914,0
142,val,0.08028425549076298,0.06538865728465122,0.02708290467464079,0.0012011279322905466,0.10066649317741394,0.05241970345377922,0.2535726949572563,0.00043861998710781336,0
143,val,0.07639498929456463,0.06144806201474404,0.027176230339201416,0.0010849095124285668,0.09685621038079262,0.05272895097732544,0.24864181876182556,0.00044009195698890835,0
144,val,0.07707828614772774,0.06221424739837177,0.02702552426283754,0.0011585637548705563,0.09871139004826546,0.05208875983953476,0.24318509548902512,0.0004401361511554569,0
145,val,0.07970392712809908,0.0647048841809898,0.02727098657390264,0.001164480359875597,0.09919543005526066,0.05362413264811039,0.24848788976669312,0.00044124890700913966,0
146,val,0.07918049483083364,0.06431969915201345,0.027019628081617394,0.0011018152436008677,0.0971258394420147,0.05292968638241291,0.251275435090065,0.00044056658225599676,0
147,val,0.0799375195496195,0.06507035485637469,0.02703120761851626,0.0011187933559995145,0.09718428179621696,0.05250651203095913,0.25192002952098846,0.00043903299956582487,0
148,val,0.07823028550373287,0.06332753839220588,0.027095903649808854,0.0011178422282682732,0.09752006083726883,0.05183376930654049,0.24704758822917938,0.0004420088662300259,0
149,val,0.0780168381028288,0.06309219314826756,0.027135716824550328,0.0010967422131216154,0.09698228165507317,0.05265842005610466,0.24897333979606628,0.00043961677874904126,0
150,val,0.07951743504780484,0.0647239885402946,0.026897174665543037,0.00104966176149901,0.09458126500248909,0.0536838136613369,0.24852389097213745,0.0004393895069370046,0
151,val,0.07509944702344616,0.06028360091736467,0.02693790129906549,0.0011126587924081832,0.09650357440114021,0.05311415158212185,0.24551759660243988,0.0004388390516396612,0
152,val,0.07668207644477604,0.06187215784755279,0.026927124342228485,0.00110756914364174,0.09650516882538795,0.05206705816090107,0.24651221930980682,0.0004421921039465815,0
153,val,0.07686320841899068,0.06191918145366541,0.02717095789477581,0.0011874355841428041,0.09891746938228607,0.05173610895872116,0.24252281337976456,0.0004385486536193639,0
154,val,0.07846860534797503,0.06365383790409941,0.026935940183053807,0.0011723616771632805,0.0995851568877697,0.05143771879374981,0.23742160201072693,0.0004394783027237281,0
155,val,0.08015106310407946,0.06540572527414701,0.026809704468006224,0.001008462451864034,0.09345974959433079,0.05158962681889534,0.2416229099035263,0.000440945805166848,0
156,val,0.0798491008697063,0.06509889729731665,0.026818551460471678,0.0011334074515616521,0.09828782826662064,0.05214301124215126,0.23915589600801468,0.0004416733281686902,0
157,val,0.07537960334438977,0.06067019821269306,0.02674437229206243,0.0011524762230692431,0.09846996329724789,0.05220811627805233,0.2402655929327011,0.0004382720508147031,0
158,val,0.07667774627879849,0.06192112420722255,0.026830221298994043,0.0011685889767250046,0.09849781356751919,0.05218099057674408,0.24377638846635818,0.0004410265974001959,0
159,val,0.07561529037637973,0.060816647396899584,0.0269066227203983,0.0011731923732440919,0.09953616559505463,0.05223524384200573,0.2350834459066391,0.00043982008355669677,0
160,val,0.0773869998107745,0.06271705761786521,0.0266726213529354,0.0011583164450712502,0.09911230392754078,0.05195312574505806,0.24255159497261047,0.0004423282080097124,0
161,val,0.07924009932894406,0.06450611885314382,0.0267890543772245,0.0010865084623219445,0.0957404375076294,0.05211046151816845,0.23910771310329437,0.0004406585794640705,0
162,val,0.07487639878678509,0.06006108857984618,0.026936927091652952,0.001152002820163034,0.09733276069164276,0.05199652910232544,0.2338731735944748,0.0004410055698826909,0
163,val,0.0765555329972834,0.061835084653158824,0.026764451034777745,0.0010524904209887609,0.09402911737561226,0.05164388194680214,0.235469289124012,0.00044148287270218134,0
164,val,0.07475747414461272,0.06006284788485587,0.02671750174380663,0.0011001115490216762,0.09579307213425636,0.05237087793648243,0.2415626049041748,0.00044128594163339585,0
165,val,0.07691988404693566,0.062174628144056776,0.026809555823056715,0.0010143039689864963,0.09296315163373947,0.05145941860973835,0.2374773919582367,0.0004421978665050119,0
166,val,0.07807304135223073,0.06340804250221553,0.026663633870092903,0.0010053343430627137,0.0920985247939825,0.05136176198720932,0.2347816824913025,0.00044086914567742497,0
167,val,0.0771092064385339,0.06239904915019283,0.026745739312270495,0.0011925466678803787,0.09898247197270393,0.05139974132180214,0.2419567108154297,0.0004447840910870582,0
168,val,0.07756414792434436,0.06302174592874651,0.026440730391759572,0.001178096339572221,0.09774858877062798,0.05097656324505806,0.231990784406662,0.00043885836203116924,0
169,val,0.07737827653021324,0.06277915817780758,0.026543851208499097,0.0011750577978091314,0.09834718704223633,0.0520290806889534,0.23502793908119202,0.00044120586244389415,0
170,val,0.0785019560533715,0.06382975429589824,0.026676729526810758,0.001122255256632343,0.0964268259704113,0.05220811627805233,0.23725448548793793,0.00044387848174665123,0
171,val,0.07910352282402083,0.06452189104294213,0.026512056530460598,0.001216796605149284,0.09954899176955223,0.05258789099752903,0.24089234322309494,0.0004434911097632721,0
172,val,0.07683526841908928,0.06217842286555317,0.026648809224015146,0.0010215182701358572,0.09317248687148094,0.05175238661468029,0.23943012207746506,0.0004393062263261527,0
173,val,0.07875823572747351,0.0641565967908525,0.0265484338875596,0.0012054847175022587,0.09867246076464653,0.05179036594927311,0.23050449043512344,0.0004398875462356955,0
174,val,0.0780206614239948,0.06328444023007952,0.026793129184818642,0.000987153995083645,0.09325950592756271,0.05306532233953476,0.23610635101795197,0.00043975481821689755,0
